Order ID,Date,Fulfilment,Sales Channel ,Item,Amount,ship-state
402-5302912-6805151,04-30-22,Merchant,Amazon.in,Western Dress,725,TELANGANA
407-9707366-3029944,04-30-22,Merchant,Amazon.in,kurta,473.33,DELHI
402-1365379-0131533,04-30-22,Amazon,Amazon.in,Set,,TELANGANA
408-5540360-9479519,04-30-22,Merchant,Amazon.in,Set,759,MEGHALAYA
403-2079921-1244300,04-30-22,Amazon,Amazon.in,kurta,475,MADHYA PRADESH
402-8019936-6115500,04-30-22,Amazon,Amazon.in,Set,654,KARNATAKA
406-6711228-7576354,04-30-22,Amazon,Amazon.in,Western Dress,791,KARNATAKA
171-1425554-3718756,04-30-22,Amazon,Amazon.in,Western Dress,744,KARNATAKA
407-9906412-0889129,04-30-22,Amazon,Amazon.in,kurta,376,WEST BENGAL
408-8991303-6559523,04-30-22,Amazon,Amazon.in,kurta,399,TAMIL NADU
408-6046797-8945127,04-30-22,Amazon,Amazon.in,Set,599,WEST BENGAL
171-2134173-5385136,04-30-22,Amazon,Amazon.in,kurta,782,KARNATAKA
171-2134173-5385136,04-30-22,Amazon,Amazon.in,kurta,362,KARNATAKA
402-2155477-9353103,04-30-22,Amazon,Amazon.in,Set,1173,ODISHA
407-8580022-5578715,04-30-22,Merchant,Amazon.in,Western Dress,744,HARYANA
402-1572540-8678700,04-30-22,Amazon,Amazon.in,Western Dress,725,WEST BENGAL
171-1887627-9813158,04-30-22,Amazon,Amazon.in,kurta,376,ANDHRA PRADESH
408-7712483-3825907,04-30-22,Merchant,Amazon.in,kurta,459,UTTAR PRADESH
402-3621298-2630741,04-30-22,Amazon,Amazon.in,Set,654,KARNATAKA
404-8745561-3169903,04-30-22,Amazon,Amazon.in,kurta,379,UTTAR PRADESH
404-1508602-9433941,04-30-22,Amazon,Amazon.in,Set,696,WEST BENGAL
171-9371949-6030721,04-30-22,Amazon,Amazon.in,Set,597,WEST BENGAL
171-2705563-6985105,04-30-22,Amazon,Amazon.in,Set,692,NAGALAND
171-3537751-4007556,04-30-22,Amazon,Amazon.in,Set,1999,ANDHRA PRADESH
408-5990312-3581165,04-30-22,Amazon,Amazon.in,Set,824,PUDUCHERRY
403-6062596-1220349,04-30-22,Amazon,Amazon.in,kurta,399,GOA
171-8220241-5105927,04-30-22,Amazon,Amazon.in,kurta,737,KARNATAKA
408-9405529-3743511,04-30-22,Amazon,Amazon.in,kurta,399,TELANGANA
402-3595365-1666728,04-30-22,Amazon,Amazon.in,Set,899,UTTAR PRADESH
407-3271219-3762757,04-30-22,Amazon,Amazon.in,kurta,368,MAHARASHTRA
402-3660716-8589107,04-30-22,Merchant,Amazon.in,kurta,471,KERALA
171-3953233-6135505,04-30-22,Amazon,Amazon.in,kurta,399,UTTAR PRADESH
402-5525660-2118707,04-30-22,Amazon,Amazon.in,kurta,376,TAMIL NADU
406-9941718-1734719,04-30-22,Merchant,Amazon.in,kurta,544,KARNATAKA
171-1297873-2176339,04-30-22,Amazon,Amazon.in,kurta,499,TELANGANA
407-6401192-4057954,04-30-22,Amazon,Amazon.in,Top,426,KARNATAKA
406-3397500-8084361,04-30-22,Amazon,Amazon.in,kurta,399,KARNATAKA
171-9620288-8918704,04-30-22,Amazon,Amazon.in,Set,,UTTARAKHAND
402-8089760-1132331,04-30-22,Amazon,Amazon.in,Set,995,DELHI
403-7042175-3905937,04-30-22,Amazon,Amazon.in,kurta,499,WEST BENGAL
403-7042175-3905937,04-30-22,Amazon,Amazon.in,kurta,499,WEST BENGAL
407-4629176-4141949,04-30-22,Amazon,Amazon.in,Set,597,MAHARASHTRA
171-7306449-0588335,04-30-22,Amazon,Amazon.in,kurta,562,DELHI
407-1396965-6726703,04-30-22,Amazon,Amazon.in,kurta,696,BIHAR
407-0624641-6557144,04-30-22,Amazon,Amazon.in,Set,788,TELANGANA
405-8444009-8723509,04-30-22,Amazon,Amazon.in,kurta,399,DELHI
406-5729580-2175565,04-30-22,Amazon,Amazon.in,Set,1099,WEST BENGAL
404-2255967-5457950,04-30-22,Amazon,Amazon.in,Set,476,TELANGANA
408-5020509-5674715,04-30-22,Merchant,Amazon.in,Western Dress,0,DELHI
407-7642883-3094732,04-30-22,Merchant,Amazon.in,Western Dress,885,ASSAM
404-7608918-0571517,04-30-22,Amazon,Amazon.in,Set,654,JAMMU & KASHMIR
171-6589781-2209965,04-30-22,Amazon,Amazon.in,Western Dress,625,MAHARASHTRA
405-9442254-2207515,04-30-22,Merchant,Amazon.in,kurta,505,KERALA
405-3071731-6600369,04-30-22,Amazon,Amazon.in,kurta,563,KERALA
404-6026001-1717923,04-30-22,Merchant,Amazon.in,kurta,344.76,UTTAR PRADESH
404-4026534-0431517,04-30-22,Amazon,Amazon.in,Set,,MAHARASHTRA
406-4970885-3273941,04-30-22,Merchant,Amazon.in,kurta,666,MAHARASHTRA
406-2942566-8263534,04-30-22,Merchant,Amazon.in,kurta,399,TELANGANA
406-7501816-7391539,04-30-22,Merchant,Amazon.in,kurta,432,UTTARAKHAND
408-3137526-3167563,04-30-22,Amazon,Amazon.in,kurta,0,WEST BENGAL
408-5211576-2061139,04-30-22,Amazon,Amazon.in,Set,1099,JHARKHAND
406-9632792-8869139,04-30-22,Amazon,Amazon.in,kurta,353,KARNATAKA
408-7971979-8745937,04-30-22,Merchant,Amazon.in,Western Dress,0,PUNJAB
405-5166820-2566738,04-30-22,Amazon,Amazon.in,Set,563,KARNATAKA
405-8932002-4271522,04-30-22,Amazon,Amazon.in,Set,788,TELANGANA
404-1855398-2642751,04-30-22,Amazon,Amazon.in,Set,654,BIHAR
408-0912805-7526753,04-30-22,Amazon,Amazon.in,Set,0,MAHARASHTRA
402-2403704-9667560,04-30-22,Amazon,Amazon.in,kurta,399,TELANGANA
405-2569549-3466719,04-30-22,Amazon,Amazon.in,Set,696,UTTAR PRADESH
405-2822825-3877133,04-30-22,Amazon,Amazon.in,Set,1112,UTTAR PRADESH
171-5222377-4501935,04-30-22,Amazon,Amazon.in,kurta,517,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,Set,888,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,Set,1463,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,kurta,399,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,kurta,442,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,Set,1149,ANDHRA PRADESH
171-2644368-7969167,04-30-22,Amazon,Amazon.in,Ethnic Dress,845,ANDHRA PRADESH
171-1758807-7455529,04-30-22,Amazon,Amazon.in,Set,788,WEST BENGAL
404-5848202-7366725,04-30-22,Merchant,Amazon.in,Western Dress,734.29,TELANGANA
408-8224264-0017161,04-30-22,Amazon,Amazon.in,Set,788,DELHI
408-6529937-6381928,04-30-22,Amazon,Amazon.in,Set,654,GOA
407-2028379-9672355,04-30-22,Amazon,Amazon.in,kurta,518,TAMIL NADU
402-9221687-4573915,04-30-22,Amazon,Amazon.in,Set,626,TELANGANA
405-2668017-2013957,04-30-22,Amazon,Amazon.in,kurta,534,UTTAR PRADESH
408-3337319-8990747,04-30-22,Amazon,Amazon.in,kurta,475,Gujarat
407-1256885-2004349,04-30-22,Amazon,Amazon.in,kurta,549,ODISHA
404-3723311-1030756,04-30-22,Amazon,Amazon.in,kurta,518,TAMIL NADU
171-5542306-9306709,04-30-22,Amazon,Amazon.in,Western Dress,,MAHARASHTRA
406-3702147-1800341,04-30-22,Merchant,Amazon.in,Western Dress,725,TELANGANA
404-5867260-9073129,04-30-22,Merchant,Amazon.in,kurta,437.14,TAMIL NADU
404-0532727-2082745,04-30-22,Amazon,Amazon.in,Set,1499,TELANGANA
403-8966287-7773106,04-30-22,Amazon,Amazon.in,kurta,363,KARNATAKA
408-1512444-4965152,04-30-22,Amazon,Amazon.in,kurta,399,BIHAR
171-9451879-3651542,04-30-22,Amazon,Amazon.in,kurta,487,WEST BENGAL
408-8501185-0578768,04-30-22,Amazon,Amazon.in,Set,824,PUDUCHERRY
402-0251823-0845133,04-30-22,Merchant,Amazon.in,kurta,353,MEGHALAYA
408-5190897-8781155,04-30-22,Amazon,Amazon.in,Top,487,MAHARASHTRA
403-3109934-4911514,04-30-22,Amazon,Amazon.in,Set,597,ANDHRA PRADESH
407-0718034-7893108,04-30-22,Amazon,Amazon.in,Set,654,UTTAR PRADESH
404-0752237-5721965,04-30-22,Amazon,Amazon.in,Set,597,TELANGANA
403-6818986-3510737,04-30-22,Amazon,Amazon.in,kurta,363,KARNATAKA
403-4673019-6572340,04-30-22,Amazon,Amazon.in,kurta,471,MADHYA PRADESH
171-4549643-0067500,04-30-22,Amazon,Amazon.in,kurta,,MAHARASHTRA
404-3622512-3887551,04-30-22,Amazon,Amazon.in,Western Dress,744,ASSAM
406-6906315-9570765,04-30-22,Amazon,Amazon.in,kurta,399,TAMIL NADU
407-3562449-1962729,04-30-22,Merchant,Amazon.in,kurta,568,KARNATAKA
408-2593644-6317933,04-30-22,Amazon,Amazon.in,Set,835,KARNATAKA
407-7607527-1189964,04-30-22,Merchant,Amazon.in,kurta,568,KARNATAKA
405-7398388-2654744,04-30-22,Amazon,Amazon.in,Western Dress,899,JHARKHAND
405-5066690-4132337,04-30-22,Amazon,Amazon.in,kurta,406,KARNATAKA
408-6466311-6949931,04-30-22,Amazon,Amazon.in,Set,0,UTTAR PRADESH
171-4643830-2345965,04-30-22,Merchant,Amazon.in,Set,570.48,MAHARASHTRA
404-1051549-5381167,04-30-22,Merchant,Amazon.in,kurta,399,TELANGANA
406-7625210-8793109,04-30-22,Amazon,Amazon.in,Set,789,TAMIL NADU
406-8665288-2025908,04-30-22,Amazon,Amazon.in,Saree,620,DELHI
408-6732772-4525113,04-30-22,Merchant,Amazon.in,Set,0,MAHARASHTRA
171-7068385-2777168,04-30-22,Merchant,Amazon.in,Set,631,MAHARASHTRA
405-9930530-1209919,04-30-22,Amazon,Amazon.in,kurta,499,MADHYA PRADESH
407-0288006-5535531,04-30-22,Amazon,Amazon.in,Western Dress,807,TELANGANA
403-6363820-3080315,04-30-22,Amazon,Amazon.in,Set,666,PUDUCHERRY
408-7937211-8974712,04-30-22,Amazon,Amazon.in,Set,0,MAHARASHTRA
407-4283259-6933941,04-30-22,Amazon,Amazon.in,kurta,329,TAMIL NADU
407-3630361-4581152,04-30-22,Amazon,Amazon.in,kurta,,TAMIL NADU
408-6348199-2089932,04-30-22,Amazon,Amazon.in,Set,0,JHARKHAND
408-5824761-8505932,04-30-22,Merchant,Amazon.in,kurta,399,UTTAR PRADESH
406-0673842-3693910,04-30-22,Amazon,Amazon.in,kurta,399,KARNATAKA
405-0722232-7258752,04-30-22,Amazon,Amazon.in,kurta,487,MADHYA PRADESH
408-0224364-7467540,04-30-22,Amazon,Amazon.in,Set,1033,DELHI
408-2445040-0957913,04-30-22,Amazon,Amazon.in,Top,625,KARNATAKA
406-8412164-3153129,04-30-22,Amazon,Amazon.in,Top,432,MAHARASHTRA
407-5524319-6977912,04-30-22,Amazon,Amazon.in,kurta,,KERALA
407-7757868-6086759,04-30-22,Amazon,Amazon.in,Set,1115,DELHI
171-5065107-7793119,04-30-22,Amazon,Amazon.in,kurta,511,UTTAR PRADESH
403-0216195-8439543,04-30-22,Amazon,Amazon.in,Set,599,ODISHA
402-9874837-4557125,04-30-22,Amazon,Amazon.in,Top,545,MAHARASHTRA
408-8892348-9765950,04-30-22,Amazon,Amazon.in,kurta,353,MAHARASHTRA
408-6417023-0253911,04-30-22,Amazon,Amazon.in,Set,563,MAHARASHTRA
407-4004149-2857161,04-30-22,Amazon,Amazon.in,Top,487,MAHARASHTRA
404-6408992-6781106,04-30-22,Amazon,Amazon.in,kurta,352,TAMIL NADU
407-9345273-2408359,04-30-22,Amazon,Amazon.in,kurta,376,TAMIL NADU
408-0266080-9401113,04-30-22,Merchant,Amazon.in,Top,599,HARYANA
404-6096382-3389133,04-30-22,Merchant,Amazon.in,Blouse,329,PUNJAB
405-9737320-3923530,04-30-22,Amazon,Amazon.in,Set,1133,GOA
402-7908398-5262750,04-30-22,Amazon,Amazon.in,Set,684,MANIPUR
407-6861831-9368312,04-30-22,Amazon,Amazon.in,Set,,ASSAM
406-4290163-4557960,04-30-22,Amazon,Amazon.in,kurta,435,TELANGANA
405-9000587-4386763,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
405-9000587-4386763,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
404-7760595-7490722,04-30-22,Amazon,Amazon.in,kurta,399,KARNATAKA
403-8206114-6438765,04-30-22,Amazon,Amazon.in,Set,788,WEST BENGAL
404-6734371-2217151,04-30-22,Merchant,Amazon.in,kurta,549,KARNATAKA
403-9844758-9663515,04-30-22,Amazon,Amazon.in,Set,654,MAHARASHTRA
402-1037282-5400318,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
408-6497115-2636366,04-30-22,Merchant,Amazon.in,Set,599,TELANGANA
408-2311178-4563550,04-30-22,Amazon,Amazon.in,Set,874,TELANGANA
171-7904830-1900363,04-30-22,Merchant,Amazon.in,kurta,533,TELANGANA
406-9476969-2801163,04-30-22,Amazon,Amazon.in,kurta,399,KARNATAKA
403-2867551-8904322,04-30-22,Amazon,Amazon.in,Western Dress,744,KARNATAKA
407-0133690-8157926,04-30-22,Amazon,Amazon.in,kurta,499,Gujarat
402-2892726-4411563,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
402-9688522-2179563,04-30-22,Amazon,Amazon.in,kurta,376,ANDHRA PRADESH
404-7977517-7125147,04-30-22,Amazon,Amazon.in,kurta,486,KARNATAKA
403-4009455-2766717,04-30-22,Amazon,Amazon.in,kurta,399,RAJASTHAN
408-8960391-6097167,04-30-22,Amazon,Amazon.in,kurta,,MAHARASHTRA
406-9811989-3946709,04-30-22,Amazon,Amazon.in,kurta,424,MAHARASHTRA
406-0361691-7797129,04-30-22,Merchant,Amazon.in,kurta,362,MAHARASHTRA
408-9628391-5712365,04-30-22,Amazon,Amazon.in,Top,599,PUNJAB
408-1587720-2667552,04-30-22,Amazon,Amazon.in,Set,597,WEST BENGAL
171-5980259-5726757,04-30-22,Amazon,Amazon.in,Top,487,TELANGANA
405-2266530-9531500,04-30-22,Merchant,Amazon.in,Set,563,MAHARASHTRA
408-3468189-1632369,04-30-22,Amazon,Amazon.in,kurta,487,TAMIL NADU
402-8199412-5613164,04-30-22,Amazon,Amazon.in,Set,1099,MADHYA PRADESH
406-8049367-7383569,04-30-22,Amazon,Amazon.in,Set,654,HARYANA
404-4084311-5014713,04-30-22,Amazon,Amazon.in,kurta,329,TELANGANA
405-4491602-9761902,04-30-22,Amazon,Amazon.in,Western Dress,,CHHATTISGARH
404-3973098-9107502,04-30-22,Amazon,Amazon.in,Set,1186,ODISHA
404-8364446-3952321,04-30-22,Amazon,Amazon.in,Western Dress,588,ANDHRA PRADESH
408-4378624-3886712,04-30-22,Amazon,Amazon.in,kurta,,UTTAR PRADESH
408-2058872-0942730,04-30-22,Amazon,Amazon.in,kurta,329,ANDHRA PRADESH
408-2058872-0942730,04-30-22,Amazon,Amazon.in,kurta,259,ANDHRA PRADESH
404-5141245-7726736,04-30-22,Amazon,Amazon.in,kurta,487,ANDHRA PRADESH
405-5489495-6651552,04-30-22,Merchant,Amazon.in,Set,549,UTTARAKHAND
171-6816175-3049154,04-30-22,Amazon,Amazon.in,Set,626,ANDHRA PRADESH
408-7342331-1733136,04-30-22,Amazon,Amazon.in,kurta,,MAHARASHTRA
402-1721558-6618710,04-30-22,Merchant,Amazon.in,kurta,570.48,TELANGANA
406-2138801-8731538,04-30-22,Merchant,Amazon.in,kurta,319,TAMIL NADU
407-1271803-1705135,04-30-22,Amazon,Amazon.in,Top,518,UTTAR PRADESH
408-0666162-2209142,04-30-22,Amazon,Amazon.in,Ethnic Dress,899,RAJASTHAN
404-8344681-3468344,04-30-22,Amazon,Amazon.in,Western Dress,807,UTTAR PRADESH
405-5365766-8023559,04-30-22,Merchant,Amazon.in,Top,463,TELANGANA
405-2729845-2846741,04-30-22,Amazon,Amazon.in,Set,653,KARNATAKA
407-7312276-7007540,04-30-22,Amazon,Amazon.in,Set,1140,DELHI
407-6910434-1793162,04-30-22,Amazon,Amazon.in,kurta,,ODISHA
407-7361111-8973957,04-30-22,Amazon,Amazon.in,Set,1260,UTTAR PRADESH
406-2349830-7633129,04-30-22,Amazon,Amazon.in,Set,909,TELANGANA
404-0553710-6997951,04-30-22,Amazon,Amazon.in,kurta,,Gujarat
404-5682813-1706729,04-30-22,Amazon,Amazon.in,Set,968,DELHI
171-0355946-6502712,04-30-22,Amazon,Amazon.in,Set,788,MAHARASHTRA
405-5141255-1451535,04-30-22,Amazon,Amazon.in,Western Dress,771,WEST BENGAL
402-4712282-7084353,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
408-4929717-0247504,04-30-22,Amazon,Amazon.in,Set,888,ANDHRA PRADESH
408-4929717-0247504,04-30-22,Amazon,Amazon.in,Set,1221,ANDHRA PRADESH
407-0903946-2097158,04-30-22,Amazon,Amazon.in,kurta,399,KERALA
403-3362230-0094739,04-30-22,Merchant,Amazon.in,kurta,471,KARNATAKA
404-2227887-7441969,04-30-22,Amazon,Amazon.in,Set,545,MAHARASHTRA
407-8016372-7101131,04-30-22,Amazon,Amazon.in,Set,968,UTTAR PRADESH
407-2520173-9985116,04-30-22,Amazon,Amazon.in,kurta,499,Gujarat
407-3257788-4892350,04-30-22,Amazon,Amazon.in,kurta,399,ANDHRA PRADESH
408-7201398-0382766,04-30-22,Amazon,Amazon.in,kurta,399,Gujarat
407-1181422-6183500,04-30-22,Amazon,Amazon.in,Set,,KARNATAKA
408-6235816-9261123,04-30-22,Amazon,Amazon.in,kurta,471,KARNATAKA
408-5823964-2421167,04-30-22,Merchant,Amazon.in,kurta,386.67,KARNATAKA
408-2752424-0976355,04-30-22,Merchant,Amazon.in,kurta,452.38,BIHAR
408-1221783-1443515,04-30-22,Amazon,Amazon.in,Set,1112,MAHARASHTRA
404-3977029-4836363,04-30-22,Amazon,Amazon.in,Set,,MAHARASHTRA
406-6993846-8855562,04-30-22,Amazon,Amazon.in,Set,1338,UTTARAKHAND
405-5018129-4536368,04-30-22,Amazon,Amazon.in,kurta,517,KARNATAKA
406-3787864-1268330,04-30-22,Amazon,Amazon.in,kurta,329,MAHARASHTRA
171-8504713-0689107,04-30-22,Amazon,Amazon.in,Western Dress,725,UTTAR PRADESH
402-9564773-1029157,04-30-22,Amazon,Amazon.in,kurta,363,RAJASTHAN
405-4930362-9342759,04-30-22,Amazon,Amazon.in,Set,666,ODISHA
402-4976284-7401969,04-30-22,Amazon,Amazon.in,Set,,HARYANA
404-7724638-9574745,04-30-22,Amazon,Amazon.in,Western Dress,588,ANDHRA PRADESH
408-9182064-6638723,04-30-22,Amazon,Amazon.in,Set,449,TAMIL NADU
171-9163388-0505130,04-30-22,Amazon,Amazon.in,Set,696,WEST BENGAL
171-4737030-9245958,04-30-22,Amazon,Amazon.in,kurta,459,HIMACHAL PRADESH
402-3889665-2309117,04-30-22,Merchant,Amazon.in,Top,625,MAHARASHTRA
404-0489249-5004350,04-30-22,Amazon,Amazon.in,Set,654,UTTAR PRADESH
402-5795462-7785129,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
402-1771710-8988341,04-30-22,Amazon,Amazon.in,Set,595,TAMIL NADU
407-8782240-5186712,04-30-22,Amazon,Amazon.in,Set,597,MAHARASHTRA
406-1146171-5116306,04-30-22,Amazon,Amazon.in,Set,582,DELHI
405-4454054-5598720,04-30-22,Amazon,Amazon.in,Set,612,MAHARASHTRA
405-0904566-9930731,04-30-22,Amazon,Amazon.in,Set,654,UTTAR PRADESH
405-2826187-6916328,04-30-22,Merchant,Amazon.in,Top,518,DELHI
404-5926144-0737167,04-30-22,Amazon,Amazon.in,Set,820,MADHYA PRADESH
407-0010438-9058746,04-30-22,Amazon,Amazon.in,Set,801,UTTAR PRADESH
405-7730926-6032325,04-30-22,Merchant,Amazon.in,kurta,,UTTAR PRADESH
171-6907664-7672347,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
404-0072596-3665116,04-30-22,Amazon,Amazon.in,Top,540,KERALA
406-8833813-9606757,04-30-22,Amazon,Amazon.in,Set,1338,KERALA
408-3892272-6235562,04-30-22,Amazon,Amazon.in,Top,540,WEST BENGAL
171-9584070-4172351,04-30-22,Amazon,Amazon.in,Top,625,TELANGANA
402-1220435-6391519,04-30-22,Merchant,Amazon.in,kurta,364,MAHARASHTRA
404-5137687-4471546,04-30-22,Amazon,Amazon.in,kurta,429,CHHATTISGARH
171-0065908-0641927,04-30-22,Amazon,Amazon.in,Western Dress,899,KARNATAKA
403-3416641-9569165,04-30-22,Amazon,Amazon.in,Set,,PUNJAB
404-1694926-5861958,04-30-22,Amazon,Amazon.in,Set,1126,ODISHA
402-5767256-6281114,04-30-22,Amazon,Amazon.in,Set,788,KARNATAKA
403-3410267-0750719,04-30-22,Amazon,Amazon.in,Top,432,MAHARASHTRA
403-9122678-2549117,04-30-22,Amazon,Amazon.in,kurta,376,TELANGANA
402-7676083-2016323,04-30-22,Amazon,Amazon.in,Western Dress,725,TELANGANA
404-7830524-8312347,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
402-5917367-0340362,04-30-22,Merchant,Amazon.in,Western Dress,825,Gujarat
408-7154712-8009957,04-30-22,Amazon,Amazon.in,kurta,399,TAMIL NADU
402-6250862-8853945,04-30-22,Amazon,Amazon.in,Set,1213,TRIPURA
406-0002738-2742749,04-30-22,Amazon,Amazon.in,Set,680,RAJASTHAN
403-6658095-6765934,04-30-22,Merchant,Amazon.in,kurta,568,HARYANA
402-7304691-3952343,04-30-22,Amazon,Amazon.in,Set,939,TELANGANA
407-6959497-7065133,04-30-22,Amazon,Amazon.in,Top,279,KARNATAKA
406-0117804-3287554,04-30-22,Amazon,Amazon.in,kurta,487,JHARKHAND
407-9183800-1013951,04-30-22,Amazon,Amazon.in,kurta,458,Gujarat
405-0930056-6437111,04-30-22,Amazon,Amazon.in,kurta,692,UTTAR PRADESH
405-7472210-7516334,04-30-22,Amazon,Amazon.in,Top,469,TELANGANA
408-4366006-6437145,04-30-22,Amazon,Amazon.in,kurta,399,UTTAR PRADESH
403-3676854-5721945,04-30-22,Amazon,Amazon.in,Set,599,UTTAR PRADESH
408-6618566-0057120,04-30-22,Amazon,Amazon.in,Set,680,KARNATAKA
171-7822891-4076363,04-30-22,Amazon,Amazon.in,Set,,GOA
406-3015774-3032307,04-30-22,Amazon,Amazon.in,Saree,989,Gujarat
407-8925293-2306747,04-30-22,Merchant,Amazon.in,Set,1099,JAMMU & KASHMIR
402-7386453-2621962,04-30-22,Amazon,Amazon.in,Western Dress,588,MAHARASHTRA
405-7939580-3974740,04-30-22,Amazon,Amazon.in,Set,999,UTTAR PRADESH
402-1304000-3677964,04-30-22,Amazon,Amazon.in,kurta,487,TELANGANA
403-7294367-8346767,04-30-22,Amazon,Amazon.in,Set,653,ANDHRA PRADESH
403-7294367-8346767,04-30-22,Amazon,Amazon.in,Set,496,ANDHRA PRADESH
406-3069661-8992322,04-30-22,Amazon,Amazon.in,kurta,319,UTTAR PRADESH
405-6917473-7822701,04-30-22,Amazon,Amazon.in,Set,,TELANGANA
405-2853362-9249968,04-30-22,Amazon,Amazon.in,Set,1112,KARNATAKA
408-5685967-2798764,04-30-22,Amazon,Amazon.in,kurta,517,UTTAR PRADESH
407-1521483-6236364,04-30-22,Amazon,Amazon.in,Set,597,TAMIL NADU
407-3192826-3199543,04-30-22,Amazon,Amazon.in,Set,1099,PUNJAB
405-6680529-6046716,04-30-22,Amazon,Amazon.in,kurta,375,DELHI
407-3789221-2643524,04-30-22,Amazon,Amazon.in,kurta,517,TAMIL NADU
171-0201364-0214715,04-30-22,Amazon,Amazon.in,Set,692,RAJASTHAN
404-5782230-8762723,04-30-22,Amazon,Amazon.in,kurta,486,MAHARASHTRA
404-2222453-6739538,04-30-22,Merchant,Amazon.in,Set,696,MAHARASHTRA
408-7009060-8830716,04-30-22,Amazon,Amazon.in,Set,1115,KERALA
402-3663529-2350713,04-30-22,Amazon,Amazon.in,Set,597,UTTAR PRADESH
406-6439645-8186752,04-30-22,Amazon,Amazon.in,Set,1115,MANIPUR
407-1487637-6585969,04-30-22,Amazon,Amazon.in,kurta,329,TAMIL NADU
407-0632004-8093157,04-30-22,Amazon,Amazon.in,kurta,318,TAMIL NADU
402-9211704-8331565,04-30-22,Merchant,Amazon.in,kurta,499,TAMIL NADU
402-3020801-9225151,04-30-22,Amazon,Amazon.in,Set,597,KERALA
403-3917470-4280308,04-30-22,Merchant,Amazon.in,kurta,487,TAMIL NADU
403-3917470-4280308,04-30-22,Merchant,Amazon.in,kurta,363,TAMIL NADU
171-2628906-0061939,04-30-22,Amazon,Amazon.in,kurta,459,DELHI
406-3009249-7653118,04-30-22,Amazon,Amazon.in,kurta,486,ANDHRA PRADESH
171-6395980-8828309,04-30-22,Amazon,Amazon.in,kurta,568,ANDHRA PRADESH
404-1435490-1121140,04-30-22,Merchant,Amazon.in,kurta,562,KARNATAKA
402-7913336-9467565,04-30-22,Amazon,Amazon.in,Set,995,UTTAR PRADESH
408-7264030-5002700,04-30-22,Amazon,Amazon.in,Set,1112,BIHAR
408-9019983-8862750,04-30-22,Amazon,Amazon.in,Set,635,DELHI
405-1990663-9192363,04-30-22,Amazon,Amazon.in,kurta,399,UTTARAKHAND
403-5876876-0701925,04-30-22,Amazon,Amazon.in,kurta,363,TAMIL NADU
405-1437048-4974713,04-30-22,Amazon,Amazon.in,Set,,JHARKHAND
402-9348518-5984354,04-30-22,Amazon,Amazon.in,kurta,,RAJASTHAN
402-9348518-5984354,04-30-22,Amazon,Amazon.in,kurta,,RAJASTHAN
406-8892825-4377127,04-30-22,Amazon,Amazon.in,Set,,HARYANA
406-7955475-7819507,04-30-22,Amazon,Amazon.in,kurta,458,KARNATAKA
405-6675358-3715504,04-30-22,Amazon,Amazon.in,Set,597,MAHARASHTRA
171-7920358-6691543,04-30-22,Amazon,Amazon.in,Set,597,KARNATAKA
406-7722012-4093964,04-30-22,Merchant,Amazon.in,kurta,1249,MADHYA PRADESH
408-7616878-8551517,04-30-22,Amazon,Amazon.in,Set,801,PUNJAB
408-8068196-8707526,04-30-22,Amazon,Amazon.in,kurta,,MAHARASHTRA
407-2512537-5717124,04-30-22,Amazon,Amazon.in,kurta,393,KARNATAKA
406-3257301-5556318,04-30-22,Amazon,Amazon.in,Western Dress,744,TAMIL NADU
402-7784273-3159533,04-30-22,Amazon,Amazon.in,Top,540,RAJASTHAN
403-9745522-7408318,04-30-22,Amazon,Amazon.in,Set,696,ODISHA
405-7523500-6097912,04-30-22,Amazon,Amazon.in,Top,512,WEST BENGAL
171-0947491-1860302,04-30-22,Amazon,Amazon.in,Set,922,MAHARASHTRA
407-9614308-2636322,04-30-22,Amazon,Amazon.in,Set,818,ANDHRA PRADESH
171-6153595-4758722,04-30-22,Amazon,Amazon.in,Set,2224,MAHARASHTRA
402-0721169-8180327,04-30-22,Amazon,Amazon.in,Set,1112,WEST BENGAL
406-9129776-9779513,04-30-22,Amazon,Amazon.in,Set,792,HIMACHAL PRADESH
406-4276465-0364334,04-30-22,Amazon,Amazon.in,Set,824,DELHI
402-8123545-4535558,04-30-22,Merchant,Amazon.in,kurta,358.1,TAMIL NADU
408-0987613-5525924,04-30-22,Amazon,Amazon.in,Set,,BIHAR
406-0038568-0852338,04-30-22,Amazon,Amazon.in,Set,759,WEST BENGAL
403-5684700-6277902,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
